Username,Rating,Ulasan
Kevin Sebastian,3 bintang,"semuanya bagus kecuali,toiletnya kotor,makanannya mahal tapi hewannya kurang banyak macem anak anak gampang bosen,minimal ada dinosaurus berkaki 4 ,tapi maaf sekali lagi orangnya jelek jelek belum mandi mungkin ya"
Nurlaila bakriudin,4 bintang,"Pelayanannya ramah, jelas dan terbuka ..
Kandang kandang nya tersusun rapii , bersih, aman dan nyaman utkk kunjungan keluarga..
Petunjuk arah jalan sangat baik, di lengkapi dengan patung patung binatang, ad juga fosil hewan,  ruangan tindakan utk bayii yg baru lahir...
Jenis hewannya banyakk, dari yg berdirii di atas tanah, berenang di air, dan terbang terbang d dlam kandang..

Pembelian tiket harus melaluii tahap online, kasian sma keluarga yg punya hp tpii tidak ad kuota, setidaknya akan lebih baik di sediakan wifi gratis utk pembelian tiket"
Rossy Maghfy,5 bintang,"Tempat wisata murah meriah dan bikin anak-anak happy pastinya. Sayangnya ada preman di luar yang menawarkan tempat parkir tapi malah meresahkan karena nyuruh melawan rambu 1 arah akhirnya oleh petugas keamanan disuruh putar balik dan harus putar jauh lagi, ujung-ujungnya tetap turun di depan lagi dan cari parkir sendiri"
Arie Ariyanto,3 bintang,Sudah lebih baik dari yg terakhir datang 5 thn lalu.. Masih perlu banyak perbaikan..terutama kebersihan Dan sitting area yg layak bin bersih..penataan alur pengunjung biar ga tabrakan.. buat ticket terusan..kalau tiap wahana bayar jadi kerasa mahal
Mesayu Astining,5 bintang,"Salah satu tmpat yg nyaman cocok utk melepas lelah dan berekreasi bersama keluarga.
Lokasi dekat dengan stasiun wonokromo,jd bagi yg ingin menuju kesini dengan naik kereta turun di stasiun wonokromo lanjut angkutan umum @5rb atau ojek online.
Harga tiket masuk 15rb,termasuk murah mnurut saya. Masuk Spot Aquarium ada tarif lagi 10rb. Naik kuda 15rb.naik gajah, perahu  ada tarif sendiri, kurang tau tarifnya krn tidak sempat mengunjungi sudah tutup .Toilet 2rb mandi 3rb.lumayan bersih.
Hewan koleksi bersih terawat,semakin banyak perbaikan di surabaya zoo dr segi pelayanan maupun terjaganya binatang koleksi.
Harga makanan di dalam area agk sedikit lbh  mahal drpd di luar tp msh wajar.jika ingin lbh ngirit bisa membawa makanan dari rumah.
Mungkin untuk saran saja,alangkah baiknya jika ada wastafel atau kran air di beberapa titik utk cuci tangan jd cuci tangan saja tdk hrus masuk toilet dn membayar lg.
Masih banyak sampah berserakan di dalam area namun jika saya lihat petugas kebersihan dan tempat sampah juga sdh banyak hanya saja mungkin banyak pengunjung yg mmbuang sampah sembarangan.
Rekomended utk rekreasi keluarga."
Haryansyach Hary,5 bintang,"Sangat mudah menemukan tempat wisata ini, anda hanya perlu mencari salah satu ikon terkenal di Kota Surabaya yaitu monumen atau patung bertuliskan “SUROBOYO”.

Wahana yg ada di KBS

1. Atraksi Spesial Satwa
Pada saat weekend atau hari libur biasanya pihak pengelola Kebun Binatang Surabaya mengadakan pertunjukan atrsksi spesial dari beberapa satwa. Pertunjukan ini dibuat untuk menghibur para pengunjung dan sekaligus dapat mengisi waktu liburan anda.

Walaupun pada saat weekend atau hari libur sangat ramai namun berbagai atraksi spesial satwa akan sangat menghibur dan dapat membuat akhir pekan anda menyenangkan serta dapat melepas penat para pengunjung yang datang.

2 Naik Satwa
Pengunjung juga berkesempatan untuk menaiki beberapa satwa. Satwa yang diperbolehkan untuk dinaiki yaitu gajah, kuda dan unta.

3. Perpustakaan
Terdapat perpustakaan dengan berbagai macam buku pengetahuan tenteng binatang yang dapat membuat wawasan anda lebih luas.

4. Jalur Jogging
Jalur ini baru saja dibangun dan cukup panjang untuk jogging track. Bagaimana tidak panjang, lokasi ini saja mempunyai luas sekitar 15 hektar.

5. Arena Rekreasi
Arena ini cocok sekali untuk anak – anak. Terdiri dari beberapa permainan mulai yang memacu adrenalin ataupun menyenangkan seperti flaying fox, berenang, outbond, wisata perahu, bom – bom car, dan bungee trampoline.

6. Jembatan Pantau
Jembatan ini difungsikan untuk memantau keadaan sekitar kawasan ini.

7. Stand Foto
Terdapat beberapa stand foto yang menarik dan tentunya instagramable yang dapat dijadikan kenang – kenangan pernah mengunjungi Kebun Binatang Surabaya.

Jam Operasional Kebun Binatang Surabaya :
Weekday 08.00 – 16.00 WIB
Weekend 07.30 – 16.30 WIB

Harga Tiket Masuk Kebun Binatang Surabaya
Tiket Kategori Harga
Tiket Masuk – Rp15.000
Sewa Perahu Wahana Rp10.000
Naik Gajah, Kuda, dan Unta Rp20.000 /satwa
Foto dengan Satwa Rp15.000
Memberi Makan Jerapah Rp10.000

Note :
Hanya dengan biaya tiket masuk tersebut pengunjung sudah dapat melihat beraneka ragam satwa yang ada mulai dari satwa yang sering ditemu sampai satwa yang langka jarang ditemui.
Anak dengan tinggi badan diatas 85 cm dikenai harga tiket masuk penuh.
Anak dengan tinggi badan dibawah 85 cm tidak dikenai biaya atau GRATIS.
Harga – harga tersebut diatas dapat berubah sewaktu – waktu tanpa adanya pemberitahuan."
boysport,5 bintang,Lingkungan GK bau.. dan nyaman buat untuk anak anak edukasi pengetahuan hewan kepada anak
adinda meidiah,1 bintang,"Hati2 d sni banyak pungli, malah ad pungli yg mengarahkan untuk prkir d dalam tapi si pungli mau ikut masuk ke dalam mobil😂, lawak kali ya, punglinya mau ngerampok kah? Smpai mau ikut masuk k mobil. Akhirnya ad parkiran si pungli yg hrganya 25rb lebih mahal dri tiket per org. …"
Rahma Widianto,5 bintang,"Tempatnya bagus, nyaman buat keluarga, hewan-hewannya terawat dan terjaga dengan baik, harga tiket terjangkau"
Rina Akhmad,5 bintang,"Tempatnya sekarang lebih bagus dan bersih.pembayaran bisa dengan tunai dan nontunai.mungkin untuk saran bisa dibuatkan rute petunjuk perjalanan 1 arah untuk wisatawan, jadi bisa melihat semua hewan dan wahana yang ada. karena pengalaman ke sana pasti ada hewan yang belum sempat dilihat.karena mungkin salah memilih rute"
rofi rofi,5 bintang,"tike masuk  15 rb,,tempat nya sejuk adem,,saran saya bawalah makan yg banyak dr rumah"
Yulia Wulansari,5 bintang,Cocok banget buat liburan. Harga terjangkau
Na Biyeh,5 bintang,Kebun binantang surabaya sekarang lebih bersih
Ivo Triaswati,5 bintang,Ke sini saat hari libur suasananya ramai banyak orang
Fariz Hernaliansyah,4 bintang,"makanan di dalam cukup mahal
gorengan 4000an
teh pucuk 8000an
itulah kenapa banyak yang pilih bawa makanan sendiri dari luar"
Nita Indriani,5 bintang,"Jalan-jalan sendirian ke sini buat healing dan rasanya beneran bisa healing!! Banyak menu yang bisa dibeli di dalem, tapi kita juga diperbolehkan bawa makan dari luar. Suasananya sejuk banget di tengah-tengah kota surabaya yg super panas. Cocok banget buat liburan sekeluarga"
Biutifa Fisisa P,5 bintang,"Tempatnya bagus, bersih, indah dan terawat banget. Kandang2 ya bersih ga ada yg bau. Hewan2 juga sehat dan bersih terawat. Keren banget pokoknya. Meskipun di tengah kota, ketika masuk ke dalam sini suasananya berbeda banget, sejuk dan rindang. Untuk harga tiket 15.000 sangat worth it, cocok utk jalan2 bersama anak, keluarga, dan lansia. Debesttt lah pokoknya !!! Apalagi kalau pagi jam 8 ke sini, segeerrrr banget udaranyaaaa"
Dewi Puji,5 bintang,"Sekarang makin banyak fasilitasnya ,  ada rumah jamur, dll. tapi harus ada beli tiket tambahan ada yang15 ribu - 25 ribu per orang."
Muhammad Riyas,5 bintang,"Kebun binatang termurah yang pernah saya masuki. Hewan-hewannya juga sangat beragam, luar maupun dalam negeri ada. Salah satu lokasi wajib kunjung kalo lagi di Surabaya."
Vthree,4 bintang,"Lebih baik dr sebelumnya, lbh bersih, cuma satwanya tdk terlalu banyak, tp lebih tertata, enak dilihat, tiket masuk murah, tp parkir nya kurang luas

Dapat parkir dluar KBS (parkir liar) bayar 30rb 😑 padahal hari kerja, tp parkir dalam KBS penuh"
Normande Achmad,5 bintang,"Setiap tahun menjadi destinasi wajib, fasilitas, wahana dan kesehatan binatang sudah banyak mengalami perbaikan, worth it banget untuk dikunjungi,
Tiket masuk 15.000 per orang, tiket aquarium 30.000 per orang, tiket feeding jerapah 100.000 untuk empat orang, feeding rusa 10.000 untuk sayuran 1 cup
Fasilitas penjual makanan juga cukup banyak tersebar di seluruh area kebun binatang dengan beragam jenis makanan dan harga yang cukup terjangkau, tidak getok harga meskipun area wisata
Kebun binatang termurah dengan fasilitas yang baik"
tenny septiyaningsih,4 bintang,"Terakhir ke sini dulu masih kelas 2 SMP,dan kemarin ke sini umur 29th.
Oke,aku datang ke KBS sekitar jam 8pagi dan parkirnya masih luaaaaassss kosong banget,ada beberapa orang yang udah dateng. Banyak banget jasa2 foto yang nawarin kalian dengan iming2,""Langsung jadi bayar 10ribu aja."" 😁😁
Parkirnya Rp 5.000,- untuk motor,kalo mobil gak tau.
Lalu cari loket khusus perseorangan yaa,,karena ada loket khusus rombongan gitu dengan minimal peserta 30orang.
HTMnya Rp 15.000,- untuk anak2 diukur dulu tingginya dan kalian akan dikasih gelang gitu.
Awal masuk kesan pertama adalah hijau karena pohon2 besar udah banyak bangeet.
Bersih juga kog,kotoran2 burung kya' dulu gak ada. Saking bersihnya,banyak pengunjung yang sengaja datang membawa karpet buat lesehan di setiap tempat.
Karena masih pagi jadi masih sepi di dalam.
Untuk hewan2nya jumlahnya banyak meskipun macamnya cuma itu2 aja. Untuk hewan yang termasuk buas gak terlalu banyak di dalam kandang. Jadi di sini menurut aku hewan2 itu dikelompok2kan menurut jenisnya. Misalnya jenis burung,maka dalam 1 baris akan ada banyak macam burung. Gituu...
Kalian juga bisa memberi makan hewan2 tertentu seperti jerapah dan gajah,tapi harus beli karcis lagi ya untuk bisa masuk&memberi mereka makan.
Dilarang memberi makan sembarangan yaa!!
Untuk fasilitasnya lengkap,toilet bersih dan tersebar,ada masjid,dan penjual juga banyak kog.
Sayangnya,KBS ini masih banyak proses pembangunan jadi ada beberapa kandang yang kosong atau bangunan yang masih setengah jadi.
Oiya,untuk area ikan kita harus beli karcis lagi yaa dan aku gak masuk ke sana.
Ada wahana kidszoo juga,di dalamnya anak2 bisa berinteraksi langsung dengan beberapa hewan seperti kelinci,penyu dan bayar lagi yaa kalau mau masuk.
KBS ini cocok buat tempat wisata keluarga,buat proses pembelajaran anak2 juga cocok.
Pokoknya KBS udah berubah wajah. Jadi hijau,sejuk,rimbun,dan nyaman.
Seluas KBS ini kalian gak akan kepanasan karena pohonnya banyaaaakkk banget!!
Sekian ulasan saya.
Selamat berwisata!"
Fani Irene,5 bintang,"Sudah bagus, bersih, dan murah pertahankan untuk wisata di surabaya biar g jauh jauh ke prigen cukup di surabaya heheheh"
Panca Inggit,5 bintang,"Kebun binatang yang di kelola dgn baik, setiap petugas berpatroli untuk mengingatkan memakai masker dan jaga jarak.
Luas dan bersih, namun untuk masuk masih belum berjaga jarak, cek suhu tubuh juga terkesan terburu buru."
Chan Dika,4 bintang,Dengan fasilitas dan harga yg ringan di kantong bisa menjadi pilihan rekreasi akhir pekan dengan keluarga maupun kerabat
yuniar pribadi,3 bintang,"Kebersihan (+)

Keramahan (+)

Tempat parkir (-) (karena diinfokan penuh untuk mobil tapi ternyata masih banyak kosong di dalam...sedangkan parkir diluar sangat mahal daripada harga tiket masuk)

Sinyal telkomsel (-) (sangat sulit bahkan hilang)

Penunjuk arah di dalam kebun binatang sangat tidak jelas....sehingga membuat pengunjung sibuk berputar putar...

Beberapa wahana / arena...harga tiket cukup mahal..."
Elfira Puspita Sari,4 bintang,"+ Salahsatu tempat wisata yg baik untuk anak.
+ Tiket masuk awal 15ribu, bayi (anak dibawah tinggi 85cm gratis).
+ Didalamnya ada tempat aquarium, kalau mau masuk bayar lagi 15ribu/org.
+ Tempat yang teduh, banyak pohon besar dan rindang

Minus:
- Masih banyak area yang dalam perbaikan.
- Tidak ada penjual pakan hewan (seperti di Jatimpark), padahal anak² seneng banget kalo bisa ngasi makan langsung ke hewan"
Roro Bunda Rafan 6C Arfan.F 3A,5 bintang,Tempat wisata edukasi yang murah meriah. Tiket hanya 15000. Banyak tempat duduk untuk istirahat. Teduh banyak pohon tinggi. Banyak spot foto yg apik. Bersih. Makanan d dalam pun standar gak terlalu genjot harga.. siiplah
Rohim Ucihb,5 bintang,Tempat wisata yg bagus dan menarik untuk di kunjungi sebagai tempat rekreasi baik bersama keluarga atau pun teman
Suparman Gendut,1 bintang,"Banyak Premannya....
Alasan Parkiran Penuh....
Mobil diarahkan ke parkiran Jl MARMOYO
di Tarif 40rb....
Tolong pihak terkait perlu di benahi lagi KBS khususnya depan tugu Sura dan Baya"
ellen thiastiane,5 bintang,"Mumpung mudik ke rumah mbah uti, kemarin mampir sekalian donk ke Zoo Rabaya, alias Kebun Binatang Surabaya.

Saya terakhir kali ke sini 15 tahun lalu waktu masih sekolah. Dibandingkan saat itu, tentu situasinya udah berbeda jauh. Suasana KBS sekarang cukup nyaman, dengan kandang-kandang yang bersih tertata dan hewan-hewan yang kelihatan sejahtera lahir batin. Entah kalau soal happy atau nggaknya. Nggak sempat nanya ke mas Anoa. Tapi kelihatannya sih dia betah. Buktinya nggak minggat ke Tunjungan Plaza.

Koleksi satwa di sini juga lumayan. Walau disayangkan, ada beberapa kandang yang cuma berisi 1 ekor satwa aja dari masing-masing spesies. Seperti jerapah, burung unta, banteng jawa, dan wildebeest. Jadi kasihan mereka nggak ada teman curhat.

Ada juga kandang-kandang yang dibiarkan kosong tanpa penghuni. Seperti kandang yang bertuliskan kandang zebra. Entah mungkin hewannya emang masih belum ada atau lagi pada megengan puasa di kampung sebelah.

Binatang ikonik yang nggak kami temui kemarin di antaranya adalah : zebra, badak, singa, panda, beruang coklat, king kong, dan kong guan #eh 🙈 . Dicurigai mereka lagi cuti show. Pulang kampung menjelang puasa dan lebaran.

Kalau ke KBS jangan lupa bawa tisue basah. Bukan cuma berguna untuk menutupi hidung kalau nggak tahan bau binatang, tapi dipastikan akan berguna banget untuk bersih2 diri di toilet. Tentang betapa amburadulnya toilet ini akan saya tulis di postingan terpisah.

Overall, KBS sekarang enak untuk dikunjungi. Jejak-jejak kasus penelantaran hewan yang sempat booming beberapa waktu lalu udah nggak terlihat lagi.

Tiket masuk : Rp 15.000 (anak di atas 85cm bayar)
Tiket aquarium tempat reptil dan ikan : Rp 10.000 (anak di atas 85cm bayar)
Parkir motor : Rp 5.000
Pop mie mateng : Rp 10.000"
Nikmatul Fauziyah,5 bintang,Bagus tempatnya gak pernah berubah seperti kayak waktu dulu pernah kesini sama orang tua . Dan waktu kesini ada renovasi buat Selfi Selfi banyak tukangnya . Dan waktu kesini sama suami dan anak saya buat belajar serta mengenal hewan-hewan yang ada.saran dan kritik saya tempatnya harus dibersihkan supaya tidak bau kotoran hewan saja .
Gatot Kurniawan,5 bintang,Tempat edukasi bagi kaum pelajar mulai dari taman kanak-kanak untuk mempelajari dan mengenalkan satwa alam hingga untuk melepas penat bagi orang dewasa. Selain itu tempat ini bisa juga digunakan untuk observasi penelitian  bagi mahasiswa . Harga tiket masuk sangat terjangkau
Candra Ayu Novia Sari,5 bintang,"sangat sejuk dan luas tempatnya..untuk area parkir juga sangat memadahi terutama parkir spdh motor. terdapat berbagai macam hewan cocok untuk edukasi anak anak. Namun, ada kalanya jika berkunjung di waktu yang tidak tepat binatang masih belum diperlihatkan. untuk tiket per orang Rp 15.000. Untuk saat ini sedang ada perbaikan di beberapa titik kebun binatang."
Rangga Indra D.,1 bintang,Sebelum pintu masuk banyak parkir liar yang berbohong bilang parkiran KBS penuh sehingga pengunjung diarahkan ke tmpt parkir liar. Untuk pengurus KBS mohon dapat ditertibkan parkir liarnya karena sangat merugikan pengunjung
Mutia Nisa JMCI,4 bintang,Recomended untuk mengajak keluarga dan mengedukasi anak tentang jenis jenis binatang. Lumayan lengkap. KBS juga menerapkan protokol kesehatan mengukur suhu tubuh sebelum masuk dan mewajibkan pengunjung cuci tangan sebelum masuk serta menjaga jarak.
Ayudia Kaniashvari Djelantik,5 bintang,"Kesini terakhir tahun 2018, banyak yg sudah berubah. Jadi lebih rapi pengelolaannya. Sudah bisa beli tiket langsung di loket, harga masi sama 15.000"
Dian Lyrach,4 bintang,"Kebun Binatang Surabaya sudah berbenah diri. Dan hasilnya terlihat sekali. Area-area kumuh sudah tidak terlihat, semua spot di penjuru KBS tertata rapi dan cantik. Bahkan ada beberapa spot yang cukup instagramable. Hewan-hewannya juga terawat dengan baik dan terlihat sehat.
Selain itu, banyak juga warung dan penjual makanan di dalam lokasi. Tidak perlu takut digetok harganya, karena setiap warung harus mencantumkan harga makanan. Menu nya pun juga macam-macam.
Intinya, saya tidak menyesal sudah jalan-jalan dan menghabiskan sepanjang siang ke KBS."
Riki A. Setiawan (RichArt),4 bintang,"saya suka saya suka, wisata yang sangat edukatif,,, Long life Surabaya Zoo

nb; sebelum berkunjung ke KBS baiknya beli tiket dl, pembelian tiket hanya via online di surabayazoo.co.id dan pembayaran via transfer ke rekening Mandiri KBS. setelah pembayaran selesai kita akan dapat barcode yg dikirimkan ke no WA untuk nantinya ditunjukkan di pintu masuk KBS. jadi gak usah antri-antri atau nunggu kalau datang sudah punya barcode buat masuk."
# mrandmrsguntur,4 bintang,"Hari minggu saya dan keluarga jalan jalan ke bonbin surabaya

HTM 15.000 ( weekend )
Kalo weekday saya kurang paham. ( Karena saya kunjungan saat hari Minggu )

Dari depan tampak bersih dan banyak yang berubah sekarang. Lebih tertata gitu.

Ohya anak kecil kurang dari 85cm tingginya bebas biaya tiket masuk loh

Saran saya kalo kesini bawa tiker piknik deh. Soalnya cucok gitu untuk piknik. Karena sudah di sediakan beberapa gazebo cuma tidak ada alasnya. Jadi bawa tiker piknik saja dari rumah

Trus toilet juga lumayan bagus ( sudah pake WC duduk )
Untuk hewan hewan disini menurut saya cuma sedikit macamnya tak seberaneka ragam seperti dulu

Tapi untuk kerapian penataan hewan sudah lumayan donk.

Ohya, buat pengunjung, jaga kebersiihan donk
Sudaj disedikan banyak tempat sampah tapi kenapa masih hobby buang sampah sembarangan
Trus toilet juga banyak kok di beberapa titik ( iya emang antri sih, namanya juga toilet umum ) jadi buat ibu2 yang anaknya laki2 masih kecil ,tolong donk jangan diajarin anaknya pipis sembarangan di bawah pohon. Baunya jadi pesing tau di beberapa titik di bawah pohon

Mau neduh malah bau pesing😏

Untuk manajemen Bonbin saran saya di sediakan aja karyawan khusus keliling kontrol kebersihan dan area Bonbin supaya gak ada pengunjung yang nakal gitu

Terimakasih

Ohya intinya bonbin sekarang sudah Oke"
